,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
973,77,79,66.0,80.0,43.0,47.0,49.0,70.0,32.0,33.0,39.0,26.0,34.0,14.0,7.0,14.0,9.0,13.0,83.0,76.0,79.0,37.0,22.0,80.0,49.0,27.0,73.0,41.0,49.0,82.0,70.0,66.0,78.0,79.0,33.0,33.0,Vitor Hugo,26,Brazil,CB
974,77,77,75.0,79.0,74.0,77.0,83.0,78.0,74.0,76.0,80.0,64.0,73.0,6.0,11.0,10.0,6.0,6.0,58.0,68.0,58.0,76.0,75.0,55.0,76.0,68.0,70.0,80.0,82.0,61.0,73.0,74.0,68.0,65.0,77.0,68.0,T. Arslan,26,Turkey,CAM CDM CM
975,77,83,68.0,65.0,69.0,69.0,79.0,72.0,78.0,69.0,75.0,73.0,73.0,9.0,10.0,11.0,8.0,9.0,53.0,68.0,57.0,76.0,74.0,63.0,77.0,68.0,75.0,79.0,77.0,63.0,64.0,80.0,71.0,70.0,75.0,70.0,J. Veretout,24,France,CDM CM
976,77,77,90.0,74.0,82.0,83.0,76.0,74.0,69.0,76.0,79.0,77.0,75.0,15.0,11.0,15.0,14.0,9.0,51.0,44.0,77.0,70.0,77.0,39.0,80.0,79.0,76.0,69.0,86.0,33.0,86.0,86.0,40.0,81.0,76.0,77.0,D. Pabón,29,Colombia,RW CAM ST LW
977,77,77,78.0,85.0,68.0,58.0,55.0,72.0,66.0,48.0,60.0,20.0,36.0,12.0,11.0,7.0,8.0,14.0,74.0,78.0,88.0,56.0,35.0,75.0,37.0,38.0,72.0,58.0,62.0,77.0,79.0,77.0,79.0,84.0,34.0,17.0,Juan Jesus,26,Brazil,LB CB
978,77,79,83.0,67.0,77.0,67.0,72.0,69.0,76.0,60.0,64.0,50.0,35.0,12.0,14.0,8.0,15.0,11.0,63.0,76.0,76.0,51.0,44.0,70.0,55.0,68.0,74.0,72.0,66.0,77.0,83.0,88.0,75.0,66.0,60.0,43.0,E. Durm,25,Germany,RM RB LB
979,77,82,73.0,65.0,72.0,69.0,81.0,79.0,62.0,65.0,84.0,51.0,38.0,6.0,11.0,12.0,14.0,7.0,62.0,64.0,69.0,76.0,77.0,60.0,29.0,75.0,66.0,83.0,79.0,59.0,71.0,78.0,62.0,72.0,76.0,28.0,G. Imbula,24,France,CDM CM
980,77,82,67.0,29.0,66.0,50.0,81.0,72.0,76.0,73.0,79.0,73.0,69.0,6.0,8.0,6.0,12.0,11.0,45.0,28.0,40.0,75.0,75.0,24.0,56.0,75.0,66.0,83.0,68.0,18.0,60.0,47.0,25.0,61.0,74.0,58.0,Luis Alberto,24,Spain,LM LW CAM
981,77,77,81.0,60.0,74.0,72.0,76.0,67.0,76.0,70.0,77.0,73.0,76.0,11.0,7.0,14.0,11.0,8.0,52.0,72.0,72.0,72.0,82.0,65.0,72.0,75.0,75.0,74.0,84.0,66.0,79.0,72.0,71.0,67.0,73.0,68.0,M. Risse,27,Germany,RB RM
982,77,77,57.0,76.0,69.0,61.0,48.0,72.0,42.0,52.0,49.0,33.0,43.0,10.0,15.0,13.0,15.0,8.0,82.0,81.0,79.0,77.0,37.0,80.0,47.0,44.0,78.0,72.0,42.0,80.0,59.0,72.0,77.0,64.0,46.0,40.0,Luís Neto,29,Portugal,CB
983,77,77,64.0,33.0,74.0,71.0,84.0,80.0,78.0,81.0,85.0,65.0,74.0,9.0,7.0,12.0,7.0,6.0,75.0,49.0,56.0,73.0,75.0,36.0,73.0,74.0,72.0,78.0,77.0,48.0,66.0,56.0,38.0,67.0,78.0,79.0,B. Ruíz,31,Costa Rica,CF CAM ST LM
984,77,83,63.0,82.0,59.0,58.0,65.0,69.0,31.0,40.0,50.0,34.0,36.0,9.0,6.0,7.0,16.0,8.0,74.0,71.0,78.0,52.0,65.0,78.0,28.0,30.0,70.0,68.0,75.0,80.0,72.0,66.0,77.0,79.0,59.0,28.0,Jordi Amat,25,Spain,CB
985,77,83,41.0,23.0,55.0,45.0,29.0,55.0,12.0,14.0,14.0,13.0,18.0,79.0,68.0,66.0,77.0,84.0,12.0,14.0,74.0,27.0,19.0,20.0,26.0,3.0,74.0,26.0,20.0,14.0,43.0,38.0,11.0,67.0,45.0,19.0,S. Kapino,23,Greece,GK
986,77,77,34.0,66.0,58.0,52.0,62.0,76.0,55.0,60.0,54.0,30.0,67.0,7.0,16.0,7.0,8.0,15.0,81.0,78.0,74.0,67.0,58.0,78.0,14.0,20.0,73.0,62.0,83.0,79.0,33.0,68.0,79.0,86.0,56.0,40.0,J. Ďurica,35,Slovakia,CB
987,77,80,65.0,78.0,76.0,65.0,76.0,74.0,45.0,42.0,66.0,50.0,43.0,8.0,13.0,11.0,15.0,15.0,68.0,78.0,73.0,74.0,62.0,72.0,50.0,62.0,74.0,77.0,65.0,75.0,65.0,83.0,80.0,74.0,73.0,40.0,B. Stambouli,26,France,CB CDM
988,77,77,30.0,18.0,36.0,34.0,19.0,28.0,18.0,14.0,19.0,11.0,16.0,76.0,73.0,67.0,78.0,79.0,11.0,20.0,57.0,21.0,17.0,14.0,20.0,18.0,76.0,24.0,20.0,13.0,34.0,25.0,13.0,72.0,55.0,15.0,F. Armani,30,Argentina,GK
989,77,77,72.0,83.0,73.0,61.0,74.0,73.0,69.0,43.0,66.0,53.0,53.0,10.0,15.0,9.0,16.0,9.0,69.0,77.0,81.0,73.0,70.0,75.0,65.0,65.0,77.0,76.0,74.0,73.0,70.0,91.0,76.0,74.0,69.0,31.0,C. Kaboré,29,Burkina Faso,CM CDM
990,77,77,71.0,78.0,67.0,75.0,71.0,67.0,79.0,68.0,65.0,36.0,38.0,6.0,6.0,15.0,8.0,7.0,63.0,80.0,78.0,70.0,58.0,76.0,42.0,66.0,81.0,73.0,63.0,78.0,76.0,70.0,77.0,69.0,59.0,49.0,A. Rukavina,33,Serbia,RM LB RB
991,77,86,69.0,75.0,65.0,65.0,70.0,72.0,34.0,39.0,60.0,31.0,32.0,7.0,8.0,14.0,15.0,9.0,69.0,78.0,75.0,59.0,33.0,78.0,43.0,34.0,70.0,69.0,47.0,80.0,69.0,65.0,78.0,78.0,39.0,28.0,P. Kimpembe,21,France,CB
992,77,77,77.0,69.0,82.0,75.0,76.0,75.0,41.0,69.0,75.0,82.0,64.0,9.0,8.0,9.0,11.0,12.0,71.0,35.0,77.0,34.0,74.0,26.0,80.0,78.0,74.0,67.0,75.0,21.0,76.0,75.0,33.0,66.0,61.0,77.0,Sergio León,28,Spain,ST
993,77,81,58.0,74.0,67.0,62.0,76.0,77.0,67.0,69.0,68.0,57.0,61.0,7.0,15.0,15.0,12.0,6.0,57.0,76.0,70.0,73.0,67.0,70.0,62.0,63.0,75.0,79.0,71.0,72.0,61.0,92.0,75.0,73.0,70.0,39.0,M. Elneny,24,Egypt,CM CDM
994,77,79,60.0,87.0,70.0,58.0,72.0,80.0,62.0,57.0,71.0,55.0,50.0,15.0,11.0,8.0,15.0,12.0,61.0,82.0,81.0,76.0,61.0,63.0,72.0,62.0,81.0,76.0,73.0,74.0,57.0,80.0,76.0,78.0,71.0,48.0,D. Torres,27,Colombia,CM CDM
995,77,77,76.0,80.0,83.0,71.0,78.0,70.0,66.0,53.0,77.0,74.0,50.0,10.0,6.0,14.0,6.0,6.0,74.0,45.0,91.0,66.0,68.0,35.0,74.0,82.0,84.0,76.0,77.0,34.0,73.0,79.0,55.0,69.0,69.0,76.0,S. Okazaki,31,Japan,ST CF
996,77,77,69.0,75.0,74.0,74.0,77.0,80.0,76.0,74.0,70.0,57.0,66.0,8.0,8.0,9.0,6.0,11.0,71.0,75.0,78.0,75.0,66.0,78.0,65.0,74.0,78.0,79.0,73.0,78.0,72.0,76.0,77.0,70.0,75.0,70.0,C. Jallet,33,France,RB
997,77,78,90.0,46.0,82.0,75.0,76.0,73.0,76.0,72.0,78.0,73.0,74.0,12.0,13.0,11.0,10.0,7.0,58.0,48.0,77.0,65.0,75.0,36.0,65.0,74.0,72.0,72.0,78.0,35.0,84.0,72.0,33.0,65.0,70.0,62.0,Y. Salibur,26,France,RW LM RM
998,77,85,89.0,38.0,91.0,86.0,79.0,70.0,72.0,69.0,83.0,69.0,65.0,12.0,14.0,16.0,6.0,10.0,33.0,22.0,50.0,63.0,71.0,18.0,57.0,74.0,65.0,72.0,71.0,30.0,86.0,72.0,26.0,47.0,72.0,55.0,N. Redmond,23,England,ST RM LM
999,77,77,68.0,83.0,65.0,57.0,76.0,75.0,58.0,57.0,74.0,55.0,41.0,8.0,12.0,15.0,11.0,12.0,68.0,75.0,71.0,73.0,42.0,74.0,66.0,62.0,76.0,76.0,68.0,73.0,65.0,68.0,77.0,79.0,69.0,52.0,A. Song,29,Cameroon,CM CDM
1000,77,86,73.0,65.0,81.0,80.0,83.0,66.0,75.0,80.0,82.0,68.0,80.0,15.0,14.0,7.0,10.0,7.0,59.0,65.0,59.0,77.0,77.0,68.0,49.0,69.0,71.0,77.0,76.0,49.0,72.0,78.0,58.0,67.0,72.0,76.0,Andreas Pereira,21,Brazil,CAM CM LM
1001,77,77,60.0,79.0,52.0,59.0,62.0,75.0,34.0,31.0,53.0,21.0,24.0,5.0,6.0,4.0,9.0,10.0,77.0,80.0,81.0,64.0,36.0,79.0,26.0,22.0,69.0,58.0,63.0,76.0,65.0,38.0,77.0,83.0,37.0,22.0,Castán,30,Brazil,CB
1002,77,77,52.0,69.0,54.0,62.0,75.0,83.0,63.0,73.0,67.0,80.0,64.0,7.0,12.0,6.0,9.0,11.0,78.0,27.0,77.0,44.0,73.0,20.0,56.0,80.0,78.0,73.0,80.0,23.0,57.0,60.0,33.0,79.0,61.0,81.0,K. Huntelaar,33,Netherlands,ST
1003,77,83,75.0,76.0,73.0,55.0,77.0,67.0,58.0,62.0,76.0,60.0,41.0,11.0,13.0,9.0,9.0,7.0,66.0,75.0,82.0,73.0,63.0,65.0,46.0,60.0,74.0,77.0,76.0,76.0,78.0,84.0,81.0,85.0,69.0,53.0,T. Partey,24,Ghana,RM CM CDM
1004,77,78,88.0,73.0,88.0,89.0,73.0,73.0,77.0,63.0,71.0,27.0,60.0,13.0,5.0,9.0,8.0,14.0,60.0,73.0,92.0,71.0,73.0,72.0,60.0,59.0,75.0,73.0,69.0,75.0,84.0,92.0,75.0,54.0,60.0,53.0,Mário Rui,26,Portugal,LB
1005,77,78,50.0,79.0,37.0,34.0,61.0,72.0,44.0,35.0,44.0,34.0,50.0,15.0,13.0,6.0,11.0,11.0,78.0,77.0,34.0,58.0,54.0,77.0,46.0,33.0,70.0,66.0,68.0,82.0,50.0,67.0,80.0,91.0,47.0,36.0,André Pinto,27,Portugal,CB
1006,77,77,74.0,59.0,75.0,64.0,72.0,76.0,60.0,66.0,73.0,78.0,51.0,9.0,10.0,15.0,14.0,12.0,76.0,48.0,83.0,60.0,74.0,23.0,76.0,81.0,77.0,68.0,76.0,21.0,77.0,66.0,24.0,74.0,71.0,70.0,L. Rémy,30,France,ST
1007,77,80,86.0,69.0,79.0,77.0,78.0,69.0,71.0,78.0,79.0,74.0,65.0,7.0,12.0,11.0,7.0,10.0,59.0,60.0,72.0,71.0,73.0,60.0,65.0,78.0,74.0,76.0,78.0,61.0,85.0,80.0,65.0,75.0,69.0,65.0,Badou Ndiaye,26,Senegal,CDM CM CAM
1008,77,77,60.0,30.0,67.0,63.0,26.0,60.0,13.0,11.0,25.0,10.0,11.0,77.0,74.0,67.0,74.0,82.0,14.0,25.0,80.0,40.0,12.0,18.0,19.0,12.0,76.0,38.0,23.0,16.0,60.0,40.0,13.0,68.0,50.0,10.0,O. Kıvrak,29,Turkey,GK
1009,77,80,72.0,69.0,79.0,75.0,79.0,72.0,72.0,70.0,79.0,62.0,64.0,7.0,8.0,7.0,7.0,9.0,64.0,70.0,65.0,76.0,76.0,60.0,56.0,76.0,74.0,80.0,78.0,68.0,76.0,79.0,68.0,70.0,76.0,69.0,A. Bertolacci,26,Italy,CDM CM
1010,77,77,54.0,35.0,44.0,28.0,14.0,56.0,11.0,12.0,14.0,11.0,13.0,75.0,69.0,71.0,78.0,82.0,11.0,21.0,71.0,23.0,15.0,18.0,19.0,17.0,,16.0,17.0,11.0,47.0,34.0,14.0,62.0,37.0,15.0,A. Belenov,30,Russia,GK
1011,77,86,87.0,52.0,87.0,88.0,78.0,68.0,76.0,82.0,80.0,67.0,65.0,9.0,11.0,8.0,6.0,6.0,43.0,33.0,57.0,66.0,70.0,28.0,60.0,72.0,77.0,74.0,73.0,28.0,84.0,66.0,34.0,39.0,74.0,68.0,A. Živković,20,Serbia,LM RM
1012,77,83,78.0,70.0,74.0,75.0,81.0,74.0,72.0,72.0,80.0,55.0,68.0,12.0,9.0,15.0,8.0,16.0,68.0,70.0,51.0,77.0,78.0,62.0,68.0,70.0,72.0,81.0,78.0,66.0,78.0,78.0,,78.0,76.0,68.0,M. Lemina,23,Gabon,CDM CM
1013,77,77,32.0,38.0,28.0,52.0,15.0,52.0,11.0,12.0,11.0,12.0,13.0,69.0,79.0,80.0,85.0,70.0,13.0,23.0,47.0,20.0,14.0,13.0,13.0,16.0,73.0,29.0,20.0,12.0,33.0,33.0,11.0,83.0,53.0,16.0,Iraizoz,36,Spain,GK
1014,77,78,47.0,82.0,60.0,61.0,68.0,73.0,49.0,28.0,42.0,25.0,31.0,6.0,8.0,12.0,16.0,11.0,78.0,78.0,73.0,51.0,41.0,78.0,43.0,39.0,64.0,69.0,28.0,76.0,66.0,63.0,79.0,75.0,40.0,36.0,D. Da Silva,29,France,CB
1015,77,77,42.0,38.0,44.0,47.0,22.0,65.0,14.0,15.0,16.0,12.0,13.0,76.0,80.0,61.0,79.0,73.0,15.0,22.0,71.0,31.0,14.0,10.0,23.0,7.0,77.0,32.0,22.0,14.0,44.0,43.0,13.0,76.0,37.0,12.0,D. Benaglio,33,Switzerland,GK
1016,77,77,76.0,82.0,75.0,83.0,77.0,74.0,69.0,52.0,76.0,45.0,52.0,12.0,12.0,11.0,8.0,12.0,58.0,80.0,91.0,77.0,70.0,74.0,46.0,66.0,76.0,79.0,77.0,78.0,72.0,87.0,82.0,75.0,72.0,60.0,T. Rincón,29,Venezuela,CDM CM
1017,77,78,77.0,65.0,80.0,78.0,80.0,77.0,42.0,72.0,80.0,72.0,53.0,14.0,9.0,6.0,6.0,16.0,70.0,31.0,78.0,59.0,69.0,28.0,70.0,79.0,78.0,79.0,75.0,32.0,76.0,68.0,39.0,64.0,79.0,74.0,Y. Ōsako,27,Japan,CAM ST CF
1018,77,77,52.0,79.0,54.0,46.0,62.0,69.0,49.0,48.0,61.0,32.0,23.0,7.0,9.0,12.0,6.0,9.0,83.0,74.0,83.0,69.0,55.0,75.0,33.0,42.0,70.0,70.0,69.0,76.0,67.0,68.0,79.0,80.0,61.0,22.0,L. Sané,30,Senegal,CB
1019,77,77,53.0,81.0,41.0,40.0,62.0,75.0,47.0,39.0,51.0,28.0,34.0,9.0,11.0,6.0,11.0,14.0,75.0,78.0,60.0,69.0,41.0,78.0,42.0,50.0,74.0,70.0,69.0,76.0,67.0,71.0,77.0,86.0,68.0,23.0,Gil,30,Brazil,CB
1020,77,81,87.0,50.0,78.0,71.0,74.0,72.0,63.0,69.0,77.0,82.0,42.0,12.0,9.0,11.0,12.0,7.0,63.0,33.0,72.0,48.0,69.0,22.0,72.0,77.0,72.0,68.0,78.0,19.0,92.0,73.0,26.0,77.0,56.0,67.0,J. King,25,Norway,CAM CF ST
1021,77,82,70.0,73.0,62.0,76.0,62.0,67.0,36.0,35.0,55.0,30.0,28.0,13.0,8.0,11.0,12.0,12.0,74.0,79.0,71.0,65.0,41.0,78.0,50.0,31.0,70.0,68.0,49.0,77.0,73.0,69.0,79.0,78.0,28.0,31.0,Bastos,25,Angola,CB
1022,77,82,76.0,43.0,90.0,90.0,83.0,74.0,75.0,80.0,84.0,64.0,77.0,14.0,16.0,10.0,7.0,12.0,42.0,35.0,56.0,75.0,73.0,18.0,71.0,62.0,74.0,78.0,83.0,22.0,72.0,47.0,30.0,39.0,77.0,65.0,J. Quintero,24,Colombia,CAM
1023,77,77,34.0,60.0,43.0,34.0,77.0,81.0,70.0,86.0,72.0,81.0,75.0,16.0,6.0,6.0,11.0,9.0,74.0,50.0,33.0,54.0,79.0,30.0,72.0,85.0,79.0,69.0,83.0,21.0,40.0,48.0,44.0,87.0,77.0,83.0,A. Meier,34,Germany,CAM CF ST
1024,77,83,92.0,48.0,85.0,89.0,75.0,72.0,75.0,74.0,79.0,71.0,58.0,10.0,13.0,8.0,6.0,13.0,49.0,21.0,55.0,62.0,74.0,35.0,67.0,76.0,77.0,74.0,72.0,42.0,91.0,71.0,37.0,64.0,69.0,74.0,G. Nkoudou,22,France,LM
1025,77,80,83.0,69.0,79.0,80.0,73.0,67.0,76.0,77.0,69.0,50.0,55.0,6.0,15.0,16.0,8.0,8.0,59.0,78.0,78.0,75.0,68.0,76.0,50.0,58.0,70.0,69.0,83.0,80.0,83.0,79.0,77.0,68.0,59.0,66.0,Montoya,26,Spain,LB RB
1026,77,77,72.0,77.0,51.0,55.0,71.0,67.0,71.0,81.0,72.0,56.0,77.0,11.0,15.0,8.0,7.0,7.0,62.0,76.0,61.0,77.0,72.0,77.0,67.0,52.0,81.0,75.0,73.0,76.0,72.0,76.0,76.0,88.0,72.0,45.0,L. Dalsaro,25,Chile,CM CDM
1027,77,77,35.0,75.0,53.0,64.0,81.0,75.0,83.0,85.0,70.0,62.0,80.0,9.0,10.0,7.0,15.0,12.0,62.0,70.0,76.0,85.0,75.0,58.0,70.0,65.0,76.0,80.0,84.0,63.0,37.0,62.0,62.0,78.0,82.0,79.0,K. Källström,34,Sweden,CM
1028,77,78,34.0,29.0,32.0,53.0,20.0,60.0,15.0,17.0,14.0,14.0,16.0,79.0,75.0,74.0,77.0,80.0,19.0,22.0,70.0,38.0,16.0,19.0,13.0,15.0,68.0,17.0,20.0,18.0,35.0,35.0,18.0,73.0,68.0,13.0,T. Vaclík,28,Czech Republic,GK
1029,77,82,85.0,60.0,90.0,84.0,80.0,70.0,75.0,66.0,83.0,69.0,61.0,11.0,12.0,6.0,8.0,11.0,40.0,25.0,38.0,62.0,68.0,12.0,70.0,75.0,75.0,75.0,68.0,12.0,79.0,69.0,12.0,38.0,68.0,67.0,M. Politano,23,Italy,RW LW
1030,77,77,79.0,66.0,87.0,74.0,87.0,72.0,66.0,81.0,86.0,78.0,79.0,7.0,16.0,16.0,6.0,12.0,56.0,38.0,69.0,60.0,82.0,22.0,70.0,77.0,75.0,72.0,80.0,30.0,75.0,69.0,34.0,62.0,63.0,78.0,M. Zárate,30,Argentina,LM CAM CF ST
1031,77,77,52.0,80.0,60.0,59.0,77.0,77.0,70.0,64.0,72.0,56.0,68.0,11.0,14.0,6.0,10.0,5.0,68.0,76.0,73.0,81.0,81.0,70.0,74.0,61.0,70.0,76.0,85.0,77.0,51.0,65.0,78.0,73.0,73.0,76.0,G. İnler,33,Switzerland,CDM
1032,77,77,79.0,73.0,79.0,81.0,77.0,72.0,83.0,82.0,77.0,69.0,73.0,15.0,9.0,8.0,15.0,14.0,42.0,56.0,62.0,73.0,67.0,41.0,60.0,73.0,71.0,69.0,72.0,45.0,79.0,86.0,50.0,62.0,74.0,72.0,M. Albrighton,27,England,LM
1033,77,80,90.0,70.0,78.0,75.0,70.0,71.0,61.0,57.0,72.0,80.0,39.0,11.0,16.0,11.0,9.0,14.0,65.0,33.0,72.0,54.0,64.0,22.0,74.0,79.0,72.0,66.0,80.0,20.0,89.0,79.0,23.0,81.0,67.0,67.0,A. Gray,26,England,ST
1034,77,77,83.0,70.0,75.0,72.0,76.0,71.0,78.0,62.0,74.0,57.0,55.0,6.0,11.0,14.0,13.0,11.0,58.0,75.0,73.0,64.0,54.0,71.0,49.0,73.0,79.0,74.0,76.0,75.0,78.0,85.0,74.0,67.0,67.0,44.0,Marçal,28,Brazil,LB
1035,77,80,53.0,36.0,53.0,50.0,24.0,56.0,23.0,23.0,13.0,11.0,12.0,76.0,74.0,90.0,74.0,78.0,14.0,23.0,78.0,45.0,18.0,16.0,25.0,10.0,73.0,40.0,35.0,17.0,52.0,34.0,20.0,68.0,68.0,15.0,M. Ryan,25,Australia,GK
1036,77,77,62.0,73.0,54.0,66.0,55.0,76.0,32.0,46.0,54.0,29.0,28.0,16.0,7.0,15.0,9.0,15.0,76.0,83.0,78.0,54.0,40.0,83.0,41.0,31.0,66.0,50.0,69.0,78.0,68.0,53.0,82.0,77.0,26.0,27.0,A. Gamberini,35,Italy,CB
1037,77,77,35.0,35.0,40.0,47.0,14.0,48.0,24.0,25.0,13.0,14.0,15.0,76.0,78.0,77.0,75.0,78.0,10.0,19.0,65.0,35.0,11.0,10.0,25.0,13.0,70.0,31.0,23.0,11.0,43.0,34.0,15.0,70.0,45.0,19.0,Yoel,28,Spain,GK
1038,77,82,78.0,68.0,76.0,64.0,76.0,72.0,82.0,67.0,77.0,58.0,56.0,10.0,8.0,7.0,5.0,14.0,68.0,67.0,82.0,73.0,66.0,72.0,58.0,68.0,78.0,75.0,76.0,71.0,84.0,88.0,73.0,77.0,68.0,48.0,S. Widmer,24,Switzerland,RM RB
1039,77,77,92.0,59.0,91.0,92.0,77.0,75.0,73.0,72.0,80.0,64.0,63.0,16.0,15.0,7.0,9.0,7.0,47.0,34.0,76.0,68.0,64.0,22.0,67.0,75.0,65.0,74.0,74.0,36.0,91.0,75.0,40.0,40.0,72.0,51.0,J. Aquino,27,Mexico,LM
1040,77,77,69.0,80.0,61.0,62.0,65.0,74.0,49.0,58.0,59.0,13.0,63.0,14.0,9.0,12.0,6.0,14.0,76.0,78.0,78.0,65.0,48.0,77.0,43.0,29.0,72.0,60.0,78.0,78.0,69.0,53.0,80.0,79.0,52.0,30.0,S. Gentiletti,32,Argentina,CB
1041,77,77,65.0,80.0,63.0,47.0,75.0,74.0,60.0,52.0,70.0,48.0,58.0,11.0,6.0,7.0,13.0,7.0,70.0,78.0,75.0,76.0,68.0,68.0,62.0,58.0,74.0,78.0,72.0,70.0,68.0,84.0,79.0,87.0,68.0,43.0,C. Sánchez,31,Colombia,CB CM CDM
1042,77,77,75.0,78.0,70.0,59.0,76.0,73.0,76.0,75.0,78.0,72.0,74.0,14.0,8.0,11.0,10.0,8.0,70.0,76.0,80.0,74.0,71.0,69.0,68.0,76.0,77.0,79.0,85.0,71.0,78.0,87.0,72.0,88.0,68.0,67.0,M. Sissoko,27,France,CAM RM
1043,77,79,91.0,49.0,82.0,72.0,83.0,73.0,70.0,63.0,84.0,78.0,69.0,14.0,15.0,11.0,12.0,7.0,61.0,37.0,41.0,60.0,75.0,18.0,69.0,80.0,74.0,67.0,78.0,18.0,87.0,65.0,15.0,52.0,73.0,71.0,G. Defrel,26,France,RW ST
1044,77,78,50.0,39.0,63.0,42.0,25.0,67.0,13.0,13.0,13.0,11.0,15.0,77.0,77.0,69.0,75.0,77.0,19.0,22.0,69.0,25.0,14.0,15.0,42.0,16.0,74.0,36.0,23.0,14.0,35.0,42.0,17.0,60.0,44.0,16.0,T. Krul,29,Netherlands,GK
1045,77,77,70.0,71.0,73.0,67.0,77.0,71.0,66.0,77.0,71.0,68.0,55.0,9.0,10.0,8.0,8.0,15.0,55.0,55.0,62.0,71.0,75.0,53.0,41.0,82.0,72.0,83.0,73.0,53.0,61.0,72.0,72.0,74.0,83.0,66.0,R. Martínez,34,Argentina,CM
1046,77,80,53.0,76.0,67.0,74.0,75.0,74.0,86.0,90.0,64.0,51.0,80.0,15.0,15.0,14.0,16.0,8.0,65.0,74.0,78.0,85.0,75.0,73.0,75.0,69.0,76.0,77.0,90.0,72.0,43.0,79.0,75.0,76.0,78.0,64.0,J. Geis,23,Germany,CM CDM
1047,77,77,68.0,69.0,69.0,71.0,71.0,74.0,78.0,62.0,72.0,42.0,49.0,7.0,10.0,14.0,9.0,12.0,63.0,81.0,78.0,68.0,52.0,77.0,90.0,51.0,75.0,75.0,66.0,80.0,69.0,77.0,76.0,70.0,60.0,33.0,P. Verhaegh,33,Netherlands,RB
1048,77,77,52.0,40.0,25.0,30.0,22.0,52.0,19.0,13.0,18.0,17.0,12.0,75.0,77.0,72.0,80.0,75.0,11.0,23.0,70.0,18.0,11.0,11.0,35.0,17.0,74.0,28.0,24.0,13.0,55.0,40.0,13.0,72.0,30.0,11.0,B. Jones,35,Australia,GK
1049,77,79,63.0,78.0,61.0,59.0,71.0,71.0,66.0,64.0,64.0,40.0,66.0,14.0,8.0,9.0,13.0,10.0,77.0,75.0,68.0,77.0,66.0,77.0,56.0,57.0,77.0,73.0,72.0,77.0,64.0,79.0,78.0,81.0,70.0,38.0,H. Nordtveit,27,Norway,RB CDM CB
1050,77,79,90.0,67.0,91.0,83.0,77.0,75.0,74.0,78.0,77.0,69.0,72.0,16.0,13.0,12.0,8.0,6.0,61.0,19.0,82.0,73.0,74.0,26.0,55.0,71.0,68.0,75.0,75.0,35.0,89.0,82.0,32.0,60.0,73.0,77.0,R. Steffen,25,Switzerland,CAM RM LM
1051,77,83,37.0,23.0,37.0,43.0,22.0,25.0,20.0,20.0,19.0,16.0,13.0,77.0,,65.0,77.0,80.0,16.0,17.0,51.0,16.0,18.0,14.0,24.0,14.0,,26.0,19.0,20.0,41.0,44.0,12.0,73.0,32.0,12.0,Bruno Varela,22,Portugal,GK
1052,77,77,65.0,73.0,73.0,72.0,74.0,78.0,76.0,71.0,67.0,45.0,64.0,10.0,12.0,10.0,15.0,9.0,66.0,77.0,74.0,76.0,53.0,77.0,61.0,62.0,77.0,77.0,54.0,77.0,61.0,76.0,78.0,69.0,75.0,57.0,M. Hasebe,33,Japan,RB CB CM CDM
1053,77,82,77.0,90.0,66.0,72.0,73.0,74.0,55.0,60.0,74.0,69.0,54.0,12.0,13.0,13.0,7.0,8.0,74.0,49.0,75.0,54.0,68.0,28.0,69.0,76.0,76.0,69.0,86.0,31.0,84.0,68.0,42.0,90.0,62.0,74.0,J. Córdoba,24,Colombia,ST
1054,77,77,45.0,65.0,72.0,79.0,82.0,68.0,81.0,85.0,74.0,70.0,86.0,16.0,16.0,9.0,12.0,11.0,60.0,81.0,70.0,77.0,82.0,50.0,77.0,67.0,70.0,82.0,83.0,51.0,55.0,66.0,55.0,55.0,83.0,84.0,L. Schøne,31,Denmark,CDM CM
1055,77,77,76.0,73.0,86.0,79.0,79.0,74.0,78.0,75.0,77.0,51.0,54.0,11.0,12.0,11.0,16.0,8.0,60.0,73.0,73.0,68.0,63.0,66.0,48.0,69.0,78.0,75.0,73.0,80.0,78.0,86.0,76.0,65.0,63.0,54.0,R. Rosales,28,Venezuela,RM RWB RB
1056,77,80,87.0,70.0,80.0,75.0,78.0,72.0,72.0,73.0,79.0,79.0,73.0,8.0,10.0,14.0,11.0,9.0,69.0,45.0,66.0,69.0,74.0,25.0,76.0,78.0,78.0,75.0,77.0,39.0,82.0,74.0,22.0,57.0,75.0,75.0,N. De Préville,26,France,CAM LM ST
1057,77,86,57.0,65.0,55.0,66.0,77.0,68.0,56.0,45.0,68.0,39.0,51.0,13.0,6.0,6.0,11.0,15.0,61.0,80.0,65.0,81.0,56.0,64.0,53.0,65.0,74.0,84.0,58.0,69.0,54.0,77.0,76.0,71.0,73.0,44.0,Marcos Llorente,22,Spain,CM CDM
